,student_id,gender,age,education_level,institution_type,it_student,student_location,load_shedding,financial_condition,internet_type,class_duration,self_lms,device,adaptability_level
796,797,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
797,798,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
798,799,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
799,800,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
800,801,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
801,802,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
802,803,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Computer,Low
803,804,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
804,805,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Low
805,806,Boy,6-10,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
806,807,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
807,808,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
808,809,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
809,810,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
810,811,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,1-3,No,Computer,High
811,812,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
812,813,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,3-6,No,Mobile,Moderate
813,814,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
814,815,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,High
815,816,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
816,817,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
817,818,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
818,819,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
819,820,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,0,No,Mobile,Low
820,821,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
821,822,Girl,6-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
822,823,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
823,824,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
824,825,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
825,826,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
826,827,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
827,828,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,1-3,Yes,Computer,Moderate
828,829,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,3-6,Yes,Computer,Moderate
829,830,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
830,831,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,1-3,No,Mobile,Low
831,832,Boy,11-15,School,Non Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
832,833,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
833,834,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
834,835,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Low
835,836,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
836,837,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
837,838,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
838,839,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
839,840,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
840,841,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
841,842,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,High
842,843,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
843,844,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Computer,Moderate
844,845,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
845,846,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
846,847,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
847,848,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
848,849,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,High
849,850,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
850,851,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
851,852,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
852,853,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
853,854,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
854,855,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
855,856,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
856,857,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
857,858,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
858,859,Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
859,860,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
860,861,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
861,862,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,0,No,Mobile,Moderate
862,863,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,1-3,No,Mobile,Low
863,864,Girl,6-10,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
864,865,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,0,No,Mobile,Low
865,866,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
866,867,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
867,868,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
868,869,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
869,870,Girl,6-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
870,871,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
871,872,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
872,873,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
873,874,Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,0,No,Mobile,Low
874,875,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
875,876,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
876,877,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
877,878,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
878,879,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
879,880,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
880,881,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
881,882,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Low
882,883,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
883,884,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3-6,No,Mobile,Moderate
884,885,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
885,886,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
886,887,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
887,888,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
888,889,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Computer,Moderate
889,890,Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
890,891,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Computer,Moderate
891,892,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
892,893,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,1-3,No,Mobile,Moderate
893,894,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
894,895,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
895,896,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,1-3,Yes,Computer,Moderate
896,897,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
897,898,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
898,899,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,No,Computer,Low
899,900,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
900,901,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
901,902,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
902,903,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
903,904,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
904,905,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
905,906,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Mobile,High
906,907,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
907,908,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
908,909,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
909,910,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
910,911,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
911,912,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Low
912,913,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
913,914,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
914,915,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
915,916,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
916,917,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
917,918,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
918,919,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,1-3,Yes,Computer,High
919,920,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
920,921,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
921,922,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
922,923,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
923,924,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,0,No,Mobile,Low
924,925,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,High
925,926,Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
926,927,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
927,928,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
928,929,Boy,6-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
929,930,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
930,931,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
931,932,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
932,933,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
933,934,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3-6,No,Computer,Moderate
934,935,Boy,6-10,School,Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
935,936,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Tab,Moderate
936,937,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Tab,High
937,938,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
938,939,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
939,940,Girl,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
940,941,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
941,942,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
942,943,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
943,944,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
944,945,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Moderate
945,946,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
946,947,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
947,948,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
948,949,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
949,950,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,0,No,Mobile,Moderate
950,951,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3-6,No,Mobile,Low
951,952,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,No,Computer,Low
952,953,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
953,954,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
954,955,Girl,6-10,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
955,956,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
956,957,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
957,958,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
958,959,Boy,6-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
959,960,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
960,961,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Low
961,962,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
962,963,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,1-3,Yes,Computer,High
963,964,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Moderate
964,965,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,3-6,No,Mobile,Moderate
965,966,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
966,967,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
967,968,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
968,969,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
969,970,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
970,971,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
971,972,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
972,973,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
973,974,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
974,975,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Low
975,976,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
976,977,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
977,978,Boy,6-10,School,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
978,979,Boy,6-10,School,Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
979,980,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
980,981,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
981,982,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
982,983,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
983,984,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
984,985,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
985,986,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
986,987,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
987,988,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
988,989,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
989,990,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,0,No,Mobile,Low
990,991,Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,3-6,No,Mobile,Low
991,992,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Computer,Low
992,993,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
993,994,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Low
994,995,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
995,996,Girl,16-20,School,Government,No,No,Low,Rich,Mobile Data,1-3,No,Mobile,High
996,997,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
997,998,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
998,999,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Low
999,1000,Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1000,1001,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,0,No,Mobile,Low
1001,1002,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,3-6,No,Mobile,Moderate
1002,1003,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,1-3,Yes,Mobile,Moderate
1003,1004,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1004,1005,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1005,1006,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1006,1007,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Computer,Moderate
1007,1008,Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1008,1009,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1009,1010,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,0,No,Mobile,Low
1010,1011,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Moderate
1011,1012,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1012,1013,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1013,1014,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1014,1015,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1015,1016,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1016,1017,Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
1017,1018,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1018,1019,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1019,1020,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
1020,1021,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
1021,1022,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Computer,Moderate
1022,1023,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
1023,1024,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
1024,1025,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
1025,1026,Boy,26-30,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,High
1026,1027,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Computer,Low
1027,1028,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
1028,1029,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
1029,1030,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
1030,1031,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1031,1032,Girl,6-10,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
1032,1033,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
1033,1034,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
1034,1035,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,3-6,No,Computer,Moderate
1035,1036,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,0,No,Mobile,Low
1036,1037,Boy,1-5,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1037,1038,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
1038,1039,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1039,1040,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
1040,1041,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,0,No,Mobile,Low
1041,1042,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
1042,1043,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1043,1044,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
1044,1045,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,3-6,No,Mobile,Moderate
1045,1046,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Computer,Low
1046,1047,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Tab,Moderate
1047,1048,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1048,1049,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1049,1050,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1050,1051,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1051,1052,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
1052,1053,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
1053,1054,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,0,No,Mobile,Low
1054,1055,Boy,1-5,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1055,1056,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1056,1057,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Tab,Moderate
1057,1058,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1058,1059,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,3-6,No,Computer,Moderate
1059,1060,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,0,No,Mobile,Low
